link,title,body,attachment_0_link,attachment_0_name,attachment_1_link,attachment_1_name,attachment_2_link,attachment_2_name,attachment_3_link,attachment_3_name,attachment_4_link,attachment_4_name,attachment_5_link,attachment_5_name,attachment_6_link,attachment_6_name,attachment_7_link,attachment_7_name,attachment_8_link,attachment_8_name,attachment_9_link,attachment_9_name,attachment_10_link,attachment_10_name,attachment_11_link,attachment_11_name,attachment_12_link,attachment_12_name,attachment_13_link,attachment_13_name,attachment_14_link,attachment_14_name,attachment_15_link,attachment_15_name,attachment_16_link,attachment_16_name,attachment_17_link,attachment_17_name,attachment_18_link,attachment_18_name,attachment_19_link,attachment_19_name,attachment_20_link,attachment_20_name,attachment_21_link,attachment_21_name,attachment_22_link,attachment_22_name,attachment_23_link,attachment_23_name,opening date,closing date,ISBN,person,addr,email
http://www.communities.gov.uk/publications/localgovernment/publicitycodeconsultation,Code of recommended practice on local authority publicity - A consultation,"This consultation paper is one of a [series](http://www.communities.gov.uk/publications/localgovernment/publicitycodeconsultation) consulting on a number of policy commitments set out in the White Paper, _Communities in control: Real People, real power_. It seeks views on the future of the Publicity Code and in particular on the code as an instrument for protecting public money (of either national or local taxpayers) while allowing councils to issue effective publicity.
",http://www.communities.gov.uk/documents/localgovernment/pdf/1100762.pdf,Code of recommended practice on local authority publicity - A consultation,http://www.communities.gov.uk/documents/localgovernment/doc/1104065.doc,Code of recommended practice on local authority publicity - A consultation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17 December 2008,12 March 2009,9781409809210,,,
http://www.communities.gov.uk/publications/localgovernment/electedmayorsconsultation,Changing Council Governance Arrangements: Mayors and Indirectly Elected Leaders - A Consultation,"This consultation paper is one of a [series](http://www.communities.gov.uk/publications/localgovernment/electedmayorsconsultation) consulting on a number of policy commitments set out in the White Paper, _Communities in control: Real People, real power_. It seeks views on permitting e-petitions to demonstrate support for a governance referendum, as well as reducing the threshold to trigger a governance referendum.
",http://www.communities.gov.uk/publications/localgovernment/electedmayorsconsultation?view=Order+form&supplierId=1403822,Order this publication,http://www.communities.gov.uk/documents/localgovernment/pdf/1098111.pdf,Changing Council Governance Arrangements: Mayors and Indirectly Elected Leaders - A Consultation,http://www.communities.gov.uk/documents/localgovernment/doc/1104037.doc,Changing Council Governance Arrangements: Mayors and Indirectly Elected Leaders - A Consultation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15 December 2008,13 March 2009,9781409806077,,,
http://www.communities.gov.uk/publications/localgovernment/capitalfinanceconsultation,Local Government Capital Finance System: Proposed Amendments to Regulations - Consultation Paper,"This consultation seeks views on changes to the Capital Finance Regulations which would allow local authorities with funds invested in Icelandic banks to postpone the impact of the impairments required by accounting practice, from 2008-09 to 2010-11. 
",http://www.communities.gov.uk/documents/localgovernment/pdf/1178001.pdf,Local Government Capital Finance System: Proposed Amendments to Regulations - Consultation Paper,http://www.communities.gov.uk/documents/localgovernment/pdf/1178007.pdf,Local Government Capital Finance System: Proposed Amendments to Regulations - Consultation Paper (Annex B),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 December 2008,23 January 2009,,,,
http://www.communities.gov.uk/archived/publications/planningandbuilding/consultationcircularcosts,Consultation on Revised Circular on Costs Awards in Appeals and other Planning Proceedings,"This consultation seeks views on a revised planning circular on the award of costs in planning and other appeal proceedings. 
",http://www.communities.gov.uk/documents/planningandbuilding/pdf/consultationcircularcosts.pdf,Consultation on Revised Circular on Costs Awards in Appeals and other Planning Proceedings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9 December 2008,20 February 2009,9781409809197,,,
http://www.communities.gov.uk/archived/publications/housing/improvingconsumerinfomation,Improving consumer information in the Home Information Pack - Summary of responses,"_Improving Consumer Information in the Home Information Pack_, published on 29 July 2008 put forward two separate proposals, aimed at improving consumer information in the Home Infromation Pack. Each of the two proposals had five specific related questions on which views were sought. Overall, responses were broadly positive in relation to both the Property Information Questionnaire (PIQ) and the proposal to simplify the leasehold requirements in the Home Information Pack. A summary of the responses to the proposals is provided in the document below.
",http://www.communities.gov.uk/documents/housing/pdf/improvingconsumerinformation.pdf,Improving Consumer Information in the Home Information Pack: Summary of consultation responses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8 December 2008,,9781409809029,,,
http://www.communities.gov.uk/publications/localgovernment/counciltaxefficiencyresponse,Government response to the consultation on the inclusion of efficiency information with council tax demand notices,"On 3 September, the Department published a consultation paper seeking views on the proposal to include information on councils' efficiency performance with council tax demand notices. The aim of this proposal is to give council tax payers directly details about the achievement of their local authorities and to put that into context properly.

The consultation closed on 16 October; this document sets out the key points raised by the people and organisations who submitted their opinions on the proposals and the Government's response.
",http://www.communities.gov.uk/documents/localgovernment/pdf/1088798.pdf,Government response to the consultation on the inclusion of efficiency information with council tax demand notices,http://www.communities.gov.uk/documents/localgovernment/xls/1103380.xls,Efficiency information to be contained in and supplied with 2009-10 Council Tax Demand Notices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 December 2008,,9781409808237,,,
http://www.communities.gov.uk/publications/localgovernment/auditregs2003consultation,Proposals to amend the Accounts and Audit Regulations 2003 - Consultation,"This consultation sets out proposals to amend the Accounts and Audit Regulations 2003 (SI 2003/533). The key proposal is to require the statements of accounts of certain bodies to be certified as presenting a 'true and fair' view. It also seeks views on amending the 2003 regulations to improve levels of disclosure of remuneration within local authorities. 
",http://www.communities.gov.uk/documents/localgovernment/pdf/1177520.pdf,Accounts and Audit Regulations 2003 - Covering Letter and Draft Amendment Regulations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 December 2008,23 January 2009,,,,
http://www.communities.gov.uk/archived/publications/fire/fcbusinesscasepart2,FiReControl Business Case Part 2: Draft,"Communities and Local Government's Full Business Case for the FiReControl project has been published in two parts. Part 2 is the National Case for Government investment in networked Regional Control Centres in England to enhance the country's resilience. Part 1, which was published in July 2008, is the Regional Case. The Business Case is a living document which is published periodically at key project milestones. 
",http://www.communities.gov.uk/documents/fire/pdf/fcbusinesscasepart2.pdf,FiReControl Business Case Part 2 - Draft,http://www.communities.gov.uk/documents/fire/doc/fcbusinesscasepart2.doc,FiReControl Business Case Part 2 - Draft,http://www.communities.gov.uk/documents/fire/pdf/firecontrolconsultationform.pdf,FiReControl Business Case Consultation Form,http://www.communities.gov.uk/documents/fire/doc/firecontrolconsultationform.doc,FiReControl Business Case Consultation Form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26 November 2008,27 February 2009,9781409808145,,,
http://www.communities.gov.uk/publications/regeneration/govresponseprosperousplaces,Government response to Prosperous Places: Taking forward the Review of Sub-National Economic Development and Regeneration,"This document sets out how the Government will take forward the reforms proposed in the Review of Sub-National Economic Development and Regeneration (the SNR), following public consultation. 
",http://www.communities.gov.uk/documents/regeneration/pdf/1073344.pdf,Government response to Prosperous Places: taking forward the review of sub-national economic development and regeneration,http://www.communities.gov.uk/documents/regeneration/doc/1104014.doc,Government response to Prosperous Places: taking forward the review of sub-national economic development and regeneration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25 November 2008,,9781409808558,,,
http://www.communities.gov.uk/publications/planningandbuilding/partgconsultsummary,Analysis of consultation responses proposals for amending Part G (Hygiene) of the building regulations and Approved Document G,"This document provides a summary of the responses to _The Building Act 1984, The Building Regulations 2000. Proposals for amending Part G (Hygiene) of the Building Regulations and Approved Document G - Consultation paper_ which was published in May 2008.

Total number of responses received was 127 from 117 different organisations.

The consultation contained fifty one questions spread across seven proposed sections ie G1 - G7. This report provides:

  * A statistical summary of the responses by organisation and type.
  * A statistical summary of the responses by questions.
  * A summary of written comments.
",http://www.communities.gov.uk/documents/planningandbuilding/pdf/partgconsultsummary.pdf,Analysis of consultation responses proposals for amending Part G (Hygiene) of the building regulations and Approved Document G,http://www.communities.gov.uk/documents/planningandbuilding/doc/1092730.doc,Analysis of consultation responses proposals for amending Part G (Hygiene) of the building regulations and Approved Document G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20 November 2008,,9781409807858,,,
